season,lg,player,player_id,age,team,pos,experience
1947,BAA,Harry Miller,milleha01,23,TRH,NA,1
1947,BAA,Walt Miller,millewa01,31,PIT,NA,1
1947,BAA,John Mills,millsjo01,27,PIT,NA,1
1947,BAA,Leo Mogus,mogusle01,25,2TM,NA,1
1947,BAA,Leo Mogus,mogusle01,25,CLR,NA,1
1947,BAA,Leo Mogus,mogusle01,25,TRH,NA,1
1947,BAA,Elmore Morgenthaler,morgeel01,24,PRO,NA,1
1947,BAA,Bob Mullens,mullebo01,24,2TM,NA,1
1947,BAA,Bob Mullens,mullebo01,24,NYK,NA,1
1947,BAA,Bob Mullens,mullebo01,24,TRH,NA,1
1947,BAA,George Munroe,munroge01,25,STB,NA,1
1947,BAA,Dick Murphy,murphdi01,25,2TM,NA,1
1947,BAA,Dick Murphy,murphdi01,25,BOS,NA,1
1947,BAA,Dick Murphy,murphdi01,25,NYK,NA,1
1947,BAA,John Murphy,murphjo01,22,2TM,NA,1
1947,BAA,John Murphy,murphjo01,22,NYK,NA,1
1947,BAA,John Murphy,murphjo01,22,PHW,NA,1
1947,BAA,Angelo Musi,musian01,28,PHW,NA,1
1947,BAA,Al Negratti,negraal01,25,WSC,NA,1
1947,BAA,Johnny Norlander,norlajo01,25,WSC,NA,1
1947,BAA,George Nostrand,nostrge01,23,2TM,NA,1
1947,BAA,George Nostrand,nostrge01,23,CLR,NA,1
1947,BAA,George Nostrand,nostrge01,23,TRH,NA,1
1947,BAA,Stan Noszka,noszkst01,26,PIT,NA,1
1947,BAA,Buddy O'Grady,ogradbu01,27,WSC,NA,1
1947,BAA,Garland O'Shields,oshiega01,25,CHS,NA,1
1947,BAA,Bud Palmer,palmebu01,25,NYK,NA,1
1947,BAA,Doyle Parrack,parrado01,25,CHS,NA,1
1947,BAA,Marty Passaglia,passama01,27,WSC,NA,1
1947,BAA,George Pastushok,pastuge01,24,PRO,NA,1
1947,BAA,George Pearcy,pearcge01,27,DTF,NA,1
1947,BAA,Henry Pearcy,pearche01,24,DTF,NA,1
1947,BAA,Don Putman,putnado01,24,STB,NA,1
1947,BAA,Bob Rensberger,rensbro01,25,CHS,NA,1
1947,BAA,Mel Riebe,riebeme01,30,CLR,NA,1
1947,BAA,Hank Rosenstein,rosenha01,26,2TM,NA,1
1947,BAA,Hank Rosenstein,rosenha01,26,NYK,NA,1
1947,BAA,Hank Rosenstein,rosenha01,26,PRO,NA,1
1947,BAA,Petey Rosenberg,rosenpe01,28,PHW,NA,1
1947,BAA,Irv Rothenberg,rotheir01,25,CLR,NA,1
1947,BAA,Mickey Rottner,rottnmi01,27,CHS,NA,1
1947,BAA,Giff Roux,rouxgi01,23,STB,NA,1
1947,BAA,Jerry Rullo,rulloje01,23,PHW,NA,1
1947,BAA,Ed Sadowski,sadowed01,31,2TM,NA,1
1947,BAA,Ed Sadowski,sadowed01,31,CLR,NA,1
1947,BAA,Ed Sadowski,sadowed01,31,TRH,NA,1
1947,BAA,Kenny Sailors,sailoke01,26,CLR,NA,1
1947,BAA,Ben Scharnus,scharbe01,29,CLR,NA,1
1947,BAA,Ossie Schectman,schecos01,27,NYK,NA,1
1947,BAA,Milt Schoon,schoomi01,24,DTF,NA,1
1947,BAA,Dick Schulz,schuldi01,30,2TM,NA,1
1947,BAA,Dick Schulz,schuldi01,30,CLR,NA,1
1947,BAA,Dick Schulz,schuldi01,30,TRH,NA,1
1947,BAA,Fred Scolari,scolafr01,24,WSC,PG,1
1947,BAA,Jim Seminoff,seminji01,24,CHS,NA,1
1947,BAA,George Senesky,senesge01,24,PHW,PG,1
1947,BAA,Nick Shaback,shabani01,28,CLR,NA,1
1947,BAA,Earl Shannon,shannea01,25,PRO,NA,1
1947,BAA,Bob Shea,sheabo01,22,PRO,NA,1
1947,BAA,Fred Sheffield,shefffr01,23,PHW,NA,1
1947,BAA,Ralph Siewert,siewera01,23,2TM,NA,1
1947,BAA,Ralph Siewert,siewera01,23,STB,NA,1
1947,BAA,Ralph Siewert,siewera01,23,TRH,NA,1
1947,BAA,Connie Simmons,simmoco01,21,BOS,NA,1
1947,BAA,Johnny Simmons,simmojo01,22,BOS,NA,1
1947,BAA,Belus Smawley,smawlbe01,28,STB,SG,1
1947,BAA,Deb Smith,smithde01,27,STB,NA,1
1947,BAA,Gino Sovran,sovragi01,22,TRH,NA,1
1947,BAA,Art Spector,spectar01,28,BOS,NA,1
1947,BAA,Lou Spicer,spicelo01,24,PRO,NA,1
1947,BAA,Art Stolkey,stolkar01,26,DTF,NA,1
1947,BAA,Stan Stutz,stutzst01,26,NYK,NA,1
1947,BAA,Buck Sydnor,sydnobu01,25,CHS,NA,1
1947,BAA,Irv Torgoff,torgoir01,29,WSC,NA,1
1947,BAA,Butch van Breda Kolff,vanbrbu01,24,NYK,NA,1
1947,BAA,Virgil Vaughn,vaughvi01,28,BOS,NA,1
1947,BAA,Red Wallace,wallare01,28,2TM,NA,1
1947,BAA,Red Wallace,wallare01,28,BOS,NA,1
1947,BAA,Red Wallace,wallare01,28,TRH,NA,1
1947,BAA,Jake Weber,weberja01,28,2TM,NA,1
1947,BAA,Jake Weber,weberja01,28,NYK,NA,1
1947,BAA,Jake Weber,weberja01,28,PRO,NA,1
1947,BAA,Ray Wertis,wertira01,23,2TM,NA,1
1947,BAA,Ray Wertis,wertira01,23,CLR,NA,1
1947,BAA,Ray Wertis,wertira01,23,TRH,NA,1
1947,BAA,Max Zaslofsky,zasloma01,21,CHS,SG,1
1947,BAA,Harry Zeller,zelleha01,27,PIT,NA,1
1948,BAA,John Abramovic,abramjo01,28,2TM,NA,2
1948,BAA,John Abramovic,abramjo01,28,BLB,NA,2
1948,BAA,John Abramovic,abramjo01,28,STB,NA,2
1948,BAA,Hank Beenders,beendha01,31,2TM,NA,2
1948,BAA,Hank Beenders,beendha01,31,PHW,NA,2
1948,BAA,Hank Beenders,beendha01,31,PRO,NA,2
1948,BAA,Mike Bloom,bloommi01,33,2TM,NA,1
1948,BAA,Mike Bloom,bloommi01,33,BLB,NA,1
1948,BAA,Mike Bloom,bloommi01,33,BOS,NA,1
1948,BAA,Carl Braun,braunca01,20,NYK,NA,1
1948,BAA,Stan Brown,brownst01,18,PHW,NA,1
1948,BAA,Tommy Byrnes,byrneto01,24,NYK,NA,2
1948,BAA,Ernie Calverley,calveer01,24,PRO,NA,2
1948,BAA,Chuck Connors,connoch01,26,BOS,NA,2
1948,BAA,Chink Crossin,crossch01,24,PHW,NA,1
1948,BAA,Howie Dallmar,dallmho01,25,PHW,NA,2
1948,BAA,Bob Doll,dollbo01,28,STB,NA,2
1948,BAA,Bill Downey,downebi01,24,PRO,NA,1
1948,BAA,Bulbs Ehlers,ehlerbu01,24,BOS,NA,1
1948,BAA,Johnny Ezersky,ezersjo01,25,PRO,NA,1
1948,BAA,Bob Feerick,feeribo01,28,WSC,NA,2
1948,BAA,Dick Fitzgerald,fitzgdi01,27,PRO,NA,2
1948,BAA,Jerry Fleishman,fleisje01,25,PHW,SG,2
1948,BAA,Herm Fuetsch,fuetshe01,29,BLB,NA,1
1948,BAA,Joe Fulks,fulksjo01,26,PHW,PF,2
1948,BAA,Elmer Gainer,gaineel01,29,BLB,NA,1
1948,BAA,Jack Garfinkel,garfija01,29,BOS,NA,2
1948,BAA,Chuck Gilmur,gilmuch01,25,CHS,NA,2
1948,BAA,Pop Goodwin,goodwpo01,27,PRO,NA,2
1948,BAA,Leo Gottlieb,gottlle01,27,NYK,NA,2
1948,BAA,Wyndol Gray,graywy01,25,2TM,NA,2
1948,BAA,Wyndol Gray,graywy01,25,PRO,NA,2
1948,BAA,Wyndol Gray,graywy01,25,STB,NA,2
1948,BAA,Chick Halbert,halbech01,28,2TM,NA,2
1948,BAA,Chick Halbert,halbech01,28,CHS,NA,2
1948,BAA,Chick Halbert,halbech01,28,PHW,NA,2
1948,BAA,Cecil Hankins,hankice01,26,BOS,NA,2
1948,BAA,Kleggie Hermsen,hermskl01,24,BLB,NA,2
1948,BAA,Sonny Hertzberg,hertzso01,25,2TM,NA,2
1948,BAA,Sonny Hertzberg,hertzso01,25,NYK,NA,2
1948,BAA,Sonny Hertzberg,hertzso01,25,WSC,NA,2
1948,BAA,Jack Hewson,hewsoja01,23,BOS,NA,1
1948,BAA,Nat Hickey,hickena01,46,PRO,NA,1
1948,BAA,Art Hillhouse,hillhar01,31,PHW,NA,2
1948,BAA,Charlie Hoefer,hoefech01,26,BOS,NA,2
1948,BAA,Paul Hoffman,hoffmpa01,22,BLB,NA,1
1948,BAA,Dick Holub,holubdi01,26,NYK,NA,1
1948,BAA,Bob Hubbard,hubbabo01,25,PRO,NA,1
1948,BAA,Paul Huston,hustopa01,22,CHS,NA,1
1948,BAA,John Janisch,janisjo01,27,2TM,NA,2
1948,BAA,John Janisch,janisjo01,27,BOS,NA,2
1948,BAA,John Janisch,janisjo01,27,PRO,NA,2
1948,BAA,Buddy Jeannette,jeannbu01,30,BLB,NA,1
1948,BAA,Johnny Jorgensen,jorgejo01,26,2TM,NA,1
1948,BAA,Johnny Jorgensen,jorgejo01,26,BLB,NA,1
1948,BAA,Johnny Jorgensen,jorgejo01,26,CHS,NA,1
1948,BAA,Ralph Kaplowitz,kaplora01,28,PHW,NA,2
1948,BAA,Jerry Kelly,kellyje01,29,PRO,NA,2
1948,BAA,Red Klotz,klotzhe01,27,BLB,NA,1
1948,BAA,Lee Knorek,knorele01,26,NYK,NA,2
1948,BAA,Ray Kuka,kukara01,25,NYK,NA,1
1948,BAA,Grady Lewis,lewisgr01,30,2TM,NA,2
1948,BAA,Grady Lewis,lewisgr01,30,BLB,NA,2
1948,BAA,Grady Lewis,lewisgr01,30,STB,NA,2
1948,BAA,John Logan,loganjo01,27,STB,NA,2
1948,BAA,John Mahnken,mahnkjo01,25,WSC,C,2
1948,BAA,Saul Mariaschin,mariasa01,23,BOS,NA,1
1948,BAA,Dino Martin,martidi01,27,PRO,NA,2
1948,BAA,Don Martin,martido01,27,STB,NA,2
1948,BAA,Ariel Maughan,maughar01,24,2TM,NA,2
1948,BAA,Ariel Maughan,maughar01,24,PRO,NA,2
1948,BAA,Ariel Maughan,maughar01,24,STB,NA,2
1948,BAA,Bones McKinney,mckinbo01,29,WSC,SF,2
1948,BAA,Chet McNabb,mcnabch01,27,BLB,NA,1
1948,BAA,George Mearns,mearnge01,25,PRO,NA,2
1948,BAA,Carl Meinhold,meinhca01,21,BLB,NA,1
1948,BAA,Stan Miasek,miasest01,24,CHS,NA,2
1948,BAA,Wat Misaka,misakwa01,24,NYK,NA,1
1948,BAA,George Munroe,munroge01,26,BOS,NA,2
1948,BAA,Angelo Musi,musian01,29,PHW,NA,2
1948,BAA,Paul Noel,noelpa01,23,NYK,NA,1
1948,BAA,Johnny Norlander,norlajo01,26,WSC,NA,2
1948,BAA,George Nostrand,nostrge01,24,PRO,NA,2
1948,BAA,Stan Noszka,noszkst01,27,BOS,NA,2
1948,BAA,Bob O'Brien,obriebo01,21,PHW,NA,1
1948,BAA,Buddy O'Grady,ogradbu01,28,STB,NA,2
1948,BAA,Dick O'Keefe,okeefdi01,24,WSC,NA,1
1948,BAA,Bud Palmer,palmebu01,26,NYK,NA,2
1948,BAA,Andy Phillip,phillan01,25,CHS,NA,1
1948,BAA,Don Putman,putnado01,25,STB,NA,2
1948,BAA,Chick Reiser,reisech01,33,BLB,NA,1
1948,BAA,Mel Riebe,riebeme01,31,BOS,NA,2
1948,BAA,Lee Robbins,robbile01,25,PRO,NA,1
1948,BAA,Red Rocha,rochare01,24,STB,C,1
1948,BAA,Jack Rocker,rockeja01,25,PHW,NA,1
1948,BAA,Gene Rock,rockge01,26,CHS,NA,1
1948,BAA,Irv Rothenberg,rotheir01,26,3TM,NA,2
1948,BAA,Irv Rothenberg,rotheir01,26,BLB,NA,2
1948,BAA,Irv Rothenberg,rotheir01,26,STB,NA,2
1948,BAA,Irv Rothenberg,rotheir01,26,WSC,NA,2
1948,BAA,Mickey Rottner,rottnmi01,28,CHS,NA,2
1948,BAA,Giff Roux,rouxgi01,24,STB,NA,2
1948,BAA,Jerry Rullo,rulloje01,24,BLB,NA,2
1948,BAA,Ed Sadowski,sadowed01,32,BOS,NA,2
1948,BAA,Kenny Sailors,sailoke01,27,3TM,NA,2
1948,BAA,Kenny Sailors,sailoke01,27,CHS,NA,2
1948,BAA,Kenny Sailors,sailoke01,27,PHW,NA,2
1948,BAA,Kenny Sailors,sailoke01,27,PRO,NA,2
1948,BAA,Ben Schadler,schadbe01,23,CHS,NA,1
1948,BAA,Dick Schulz,schuldi01,31,BLB,NA,2
1948,BAA,Fred Scolari,scolafr01,25,WSC,PG,2
1948,BAA,Jim Seminoff,seminji01,25,CHS,NA,2
1948,BAA,George Senesky,senesge01,25,PHW,PG,2
1948,BAA,Paul Seymour,seymopa01,20,BLB,NA,1
1948,BAA,Earl Shannon,shannea01,26,PRO,NA,2
1948,BAA,Connie Simmons,simmoco01,22,2TM,NA,2
1948,BAA,Connie Simmons,simmoco01,22,BLB,NA,2
1948,BAA,Connie Simmons,simmoco01,22,BOS,NA,2
1948,BAA,Belus Smawley,smawlbe01,29,STB,SG,2
1948,BAA,Art Spector,spectar01,29,BOS,NA,2
1948,BAA,Gene Stump,stumpge01,22,BOS,NA,1
1948,BAA,Stan Stutz,stutzst01,27,NYK,NA,2
1948,BAA,Sid Tanenbaum,tanensi01,22,NYK,NA,1
1948,BAA,Mel Thurston,thursme01,29,PRO,NA,1
1948,BAA,Jack Tingle,tinglja01,23,WSC,NA,1
1948,BAA,Jack Toomay,toomaja01,25,2TM,NA,1
1948,BAA,Jack Toomay,toomaja01,25,CHS,NA,1
1948,BAA,Jack Toomay,toomaja01,25,PRO,NA,1
1948,BAA,Irv Torgoff,torgoir01,30,WSC,NA,2
1948,BAA,Butch van Breda Kolff,vanbrbu01,25,NYK,NA,2
1948,BAA,Gene Vance,vancege01,24,CHS,NA,1
1948,BAA,Ray Wertis,wertira01,24,PRO,NA,2
1948,BAA,Max Zaslofsky,zasloma01,22,CHS,SG,2
1949,BAA,Curly Armstrong,armstcu01,30,FTW,NA,1
1949,BAA,Johnny Bach,bachjo01,24,BOS,NA,1
1949,BAA,Hank Beenders,beendha01,32,BOS,NA,3
1949,BAA,Gale Bishop,bishoga01,26,PHW,NA,1
1949,BAA,Charlie Black,blackch01,27,2TM,NA,1
1949,BAA,Charlie Black,blackch01,27,FTW,NA,1
1949,BAA,Charlie Black,blackch01,27,INJ,NA,1
1949,BAA,Mike Bloom,bloommi01,34,2TM,NA,2
1949,BAA,Mike Bloom,bloommi01,34,CHS,NA,2
1949,BAA,Mike Bloom,bloommi01,34,MNL,NA,2
1949,BAA,Jake Bornheimer,bornhja01,21,PHW,NA,1
1949,BAA,Carl Braun,braunca01,21,NYK,NA,2
1949,BAA,Price Brookfield,brookpr01,28,INJ,NA,1
1949,BAA,Bob Brown,brownbo01,25,PRO,NA,1
1949,BAA,Darrel Brown,brownda01,25,BLB,NA,1
1949,BAA,Jim Browne,brownji01,19,CHS,NA,1
1949,BAA,Walt Budko,budkowa01,23,BLB,PF,1
1949,BAA,Tommy Byrnes,byrneto01,25,2TM,NA,3
1949,BAA,Tommy Byrnes,byrneto01,25,INJ,NA,3
1949,BAA,Tommy Byrnes,byrneto01,25,NYK,NA,3
1949,BAA,Bill Calhoun,calhobi01,21,ROC,SG,1
1949,BAA,Ernie Calverley,calveer01,25,PRO,NA,3
1949,BAA,Don Carlson,carlsdo01,29,MNL,NA,2
1949,BAA,Joe Colone,colonjo01,25,NYK,NA,1
1949,BAA,Dillard Crocker,crockdi01,24,FTW,PF,1
1949,BAA,Chink Crossin,crossch01,25,PHW,NA,2
1949,BAA,Fran Curran,currafr01,26,ROC,NA,1
1949,BAA,Howie Dallmar,dallmho01,26,PHW,NA,3
1949,BAA,Bob Davies,daviebo01,29,ROC,PG,1
1949,BAA,Bob Doll,dollbo01,29,BOS,NA,3
1949,BAA,Andy Duncan,duncaan01,26,ROC,NA,1
1949,BAA,Jack Dwan,dwanja01,27,MNL,NA,1
1949,BAA,Lonnie Eggleston,egglelo01,30,STB,NA,1
1949,BAA,Bulbs Ehlers,ehlerbu01,25,BOS,NA,2
1949,BAA,Ray Ellefson,ellefra01,26,MNL,NA,1
1949,BAA,Jack Eskridge,eskrija01,25,2TM,NA,1
1949,BAA,Jack Eskridge,eskrija01,25,CHS,NA,1
1949,BAA,Jack Eskridge,eskrija01,25,INJ,NA,1
1949,BAA,Johnny Ezersky,ezersjo01,26,3TM,NA,2
1949,BAA,Johnny Ezersky,ezersjo01,26,BLB,NA,2
1949,BAA,Johnny Ezersky,ezersjo01,26,BOS,NA,2
1949,BAA,Johnny Ezersky,ezersjo01,26,PRO,NA,2
1949,BAA,Phil Farbman,farbmph01,24,2TM,NA,1
1949,BAA,Phil Farbman,farbmph01,24,BOS,NA,1
1949,BAA,Phil Farbman,farbmph01,24,PHW,NA,1
1949,BAA,Bob Feerick,feeribo01,29,WSC,NA,3
1949,BAA,Arnie Ferrin,ferriar01,23,MNL,NA,1
1949,BAA,Bob Fitzgerald,fitzgbo01,25,ROC,NA,2
1949,BAA,Jerry Fleishman,fleisje01,26,PHW,SG,3
1949,BAA,Donnie Forman,formado01,23,MNL,NA,1
1949,BAA,Joe Fulks,fulksjo01,27,PHW,PF,3
1949,BAA,Harry Gallatin,gallaha01,21,NYK,NA,1
1949,BAA,Earl Gardner,gardnea01,25,MNL,NA,1
1949,BAA,Jack Garfinkel,garfija01,30,BOS,NA,3
1949,BAA,Chuck Gilmur,gilmuch01,26,CHS,NA,3
1949,BAA,George Glamack,glamage01,30,INJ,NA,1
1949,BAA,Joe Graboski,grabojo01,19,CHS,NA,1
1949,BAA,Coulby Gunther,gunthco01,25,STB,NA,2
1949,BAA,Chick Halbert,halbech01,29,2TM,NA,3
1949,BAA,Chick Halbert,halbech01,29,BOS,NA,3
1949,BAA,Chick Halbert,halbech01,29,PRO,NA,3
1949,BAA,Bruce Hale,halebr01,30,2TM,NA,1
1949,BAA,Bruce Hale,halebr01,30,FTW,NA,1
1949,BAA,Bruce Hale,halebr01,30,INJ,NA,1
1949,BAA,Ralph Hamilton,hamilra01,27,2TM,NA,1
1949,BAA,Ralph Hamilton,hamilra01,27,FTW,NA,1
1949,BAA,Ralph Hamilton,hamilra01,27,INJ,NA,1
1949,BAA,John Hazen,hazenjo01,21,BOS,NA,1
1949,BAA,Bill Henry,henrybi01,24,FTW,NA,1
1949,BAA,Kleggie Hermsen,hermskl01,25,WSC,NA,3
1949,BAA,Sonny Hertzberg,hertzso01,26,WSC,NA,3
1949,BAA,Doug Holcomb,holcodo01,27,BLB,NA,1
1949,BAA,Red Holzman,holzmre01,28,ROC,PG,1
1949,BAA,Bob Hubbard,hubbabo01,26,PRO,NA,2
1949,BAA,Gene James,jamesge01,23,NYK,NA,1
1949,BAA,Tony Jaros,jarosto01,28,MNL,NA,2
1949,BAA,Buddy Jeannette,jeannbu01,31,BLB,NA,2
1949,BAA,Arnie Johnson,johnsar01,28,ROC,SF,1
1949,BAA,Johnny Jorgensen,jorgejo01,27,MNL,NA,2
1949,BAA,Whitey Kachan,kachawh01,23,2TM,NA,1
1949,BAA,Whitey Kachan,kachawh01,23,CHS,NA,1
1949,BAA,Whitey Kachan,kachawh01,23,MNL,NA,1
1949,BAA,George Kaftan,kaftage01,20,BOS,SF,1
1949,BAA,Leo Katkaveck,katkale01,25,WSC,NA,1
1949,BAA,Tom Kelly,kellyto01,24,BOS,NA,1
1949,BAA,Bob Kinney,kinnebo01,28,2TM,NA,1
1949,BAA,Bob Kinney,kinnebo01,28,BOS,NA,1
1949,BAA,Bob Kinney,kinnebo01,28,FTW,NA,1
1949,BAA,Walt Kirk,kirkwa01,24,2TM,PG,1
1949,BAA,Walt Kirk,kirkwa01,24,FTW,PG,1
1949,BAA,Walt Kirk,kirkwa01,24,INJ,PG,1
1949,BAA,Leo Klier,klierle01,25,FTW,NA,1
1949,BAA,Lee Knorek,knorele01,27,NYK,NA,3
1949,BAA,Andy Kostecka,kostean01,27,INJ,NA,1
1949,BAA,Dan Kraus,krausda01,25,BLB,NA,1
1949,BAA,Herb Krautblatt,krauthe01,22,BLB,NA,1
